ID;DATE;DAY;MONTH;YEAR;CYCLONE;NAME;CANTON;DISTRICT;COMMUNITY;INUN;DESL;STORM;STR_WIND;INFR_VIAL;D_VIV;D_AGROP;MUERT;ALCAN;D_VAR;D_ELEC/COM;P_NAV/AVI;C_ARBOL;ENFER/HERI;BEN_AGRI;AGUA_P;T_AFEC;PER$;PERLOCAL;x_coord;y_coord
22988-02;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Unesco;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20000000;15000000;-83.7045088661707;9.38374471859308
22988-03;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;El Prado;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20000000;15000000;-83.7040056246127;9.38099762984956
22989;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Cajon;El Carmen;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;212505,35;114000000;-83.5806225090502;9.29034356265043
22991;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Platanares;Bajo Las Bonitas;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;83883,69;45000000;-83.6510178635808;9.16251239408457
22992-01;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;San Isidro;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;69391,06;37225326;-83.700442685515;9.37290019719173
22992-02;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Pedregoso;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;69391,06;37225326;-83.7188772778225;9.37645276449856
22992-03;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Villa Nueva;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;69391,06;37225326;-83.728133383889;9.37511197710741
22993-01;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Baru;Platanillo;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57861,65;31040292;-83.788369835732;9.29486682997031
22993-02;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Baru;Baru;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57861,65;31040292;-83.8225420061201;9.28106401799246
22993-03;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Baru;Tinamastes;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57861,65;31040292;-83.8419818697416;9.28125661494006
22994;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Rivas;Guadalupe;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10119,33;5428585;-83.6417863838133;9.43178361243747
22996-01;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;San Rafael Norte;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19767,59;10604465;-83.7125563412302;9.41021995900643
22996-02;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Paramo;La Ese;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19767,59;10604465;-83.7117900837459;9.42352387534998
22997;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Pacuarito;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;28520,45;15300000;-83.7431401926203;9.30463629560651
22999;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Paramo;Santo Tomas;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;25578,16;13700000;-83.7784983557906;9.47838847668537
23000;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;La Palma;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;51156,32;27400000;-83.7324389420971;9.35219751525683
23001;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Pavones;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;116688,69;62500000;-83.6971244572208;9.35002723549697
23002;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Quebradas - Morazan;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23337,74;12500000;-83.7036187320579;9.40844751458377
23003;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;El Pocito;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46675,48;25000000;-83.6971411613392;9.37325764896048
23006;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Las Americas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23337,74;12500000;-83.7046750682819;9.362943965383
23008;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Isidro de El General;Villa Nueva;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23337,74;12500000;-83.7292782195407;9.37549070411236
23012;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;General;Miraflores;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56010,57;30000000;-83.6586871362973;9.40627934909538
23013;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;General;La Hermosa;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;27445,18;14700000;-83.6572333193728;9.34618237202693
23014;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Daniel Flores;Pinar del Rio;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;52089,83;27900000;-83.6478563661495;9.31655910868783
23015;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Daniel Flores;Repunta;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;30936,5;16570000;-83.6494499415984;9.30558660709792
23016;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Daniel Flores;Barrio Los angeles;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1609370,38;862000000;-83.6792031085197;9.34735018160822
23017;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Paramo;San Ramon Sur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23337,74;12500000;-83.7335200146866;9.41427883817897
23018;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Paramo;San Ramon Norte;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;79441,66;42550000;-83.728933089473;9.43318183086497
23023;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Rivas;Pueblo Nuevo;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;53396,74;28600000;-83.6601967106656;9.46473589392482
23025;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Rivas;Rivas;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;32672,83;17500000;-83.6618260106908;9.41725460433931
23027;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Rivas;El Chucuyo;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23337,74;12500000;-83.6250690620848;9.43599101642655
23031;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Pedro;Santa Ana;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;27071,78;14500000;-83.5540300113246;9.25961838882346
23032;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Pedro;La Union;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23337,74;12500000;-83.5391503102536;9.27237858920905
23033;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Pedro;San Rafael;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;30805,81;16500000;-83.5202822786735;9.31664939759019
23034;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Pedro;Fatima;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23337,74;12500000;-83.5152387739671;9.30761552312035
23037;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Platanares;Las Bonitas;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;46675,48;25000000;-83.6447192554453;9.20050188037508
23040;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Rivas;Rio Blanco;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23337,74;12500000;-83.6119641503665;9.50257186386371
23045;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Pejibaye;Pejibaye;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23337,74;12500000;-83.5725650818805;9.15642198747857
23049;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;San Pedro;Las Mercedes;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28005,29;15000000;-83.5697215294435;9.25834468448492
23059;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Pejibaye;Barrio El Colegio;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;37340,38;20000000;-83.5655308352409;9.16175555530132
23062;9/10/2022;9;10;2022;Huracan;Julia;Perez Zeledon;Platanares;San Pablo;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9335,1;5000000;-83.6162149369284;9.21802024746009
